relation1,relation2,comparison_type,pair1_word1,pair1_word2,pair2_word1,pair2_word2,mean_rating,num_ratings
1a,1a,within-subtype,clothing,shirt,weather,rain,6.18181818182,11
9a,9a,within-subtype,farm,tractor,water,ocean,3.5,10
2a,3a,between-type,bookcase,shelf,sleep,doze,2.7,10
3a,3a,within-subtype,make,manufacture,old,mature,5.2,10
7c,7c,within-subtype,driver,car,fairy,wand,6.0,10
2a,2a,within-subtype,bicycle,wheel,shoe,sole,6.25,12
8a,8a,within-subtype,disagreement,anger,loss,grief,5.18181818182,11
6a,6a,within-subtype,bounty,scarce,empty,full,5.0,10
8a,8a,within-subtype,disagreement,anger,sadness,tears,4.25,12
9a,4b,between-type,bus,passengers,fast,slow,1.33333333333,12
1a,1a,within-subtype,bird,swan,school,university,6.2,10
7c,7d,between-subtype,shopper,cart,write,paper,3.3,10
7c,7c,within-subtype,gardener,shovel,gun,shooter,4.2,10
6a,6a,within-subtype,killer,empathetic,violence,love,4.2,10
6a,6a,within-subtype,beauty,unpleasant,violence,love,5.0,14
9a,9a,within-subtype,bathroom,toilet,water,ocean,4.4,10
6a,6a,within-subtype,enthusiasm,apathetic,solid,liquid,3.9,10
3a,3b,between-subtype,clean,tidy,movie,film,5.5,10
8a,8a,within-subtype,accident,damage,explosion,damage,5.45454545455,11
6a,6a,within-subtype,forgiving,vengeful,tidy,messy,4.1,10
10a,10a,within-subtype,cry,help,smoke,fire,4.3,10
9a,9a,within-subtype,classroom,students,closet,clothes,6.07692307692,13
1a,1a,within-subtype,dog,poodle,hair,brown,4.16666666667,12
3a,1a,between-type,raise,elevate,sweater,knit,4.4,10
3a,3a,within-subtype,old,mature,sofa,chair,4.45454545455,11
2a,2a,within-subtype,bird,wings,shoe,sole,5.54545454545,11
1a,1a,within-subtype,bush,astilbe,politician,senator,4.4,10
2a,2a,within-subtype,bottle,water,dance,step,3.41666666667,12
6a,8a,between-type,color,invisible,loss,grief,1.7,10
3b,3a,between-subtype,aversion,hatred,beautiful,pretty,5.6,10
3a,3b,between-subtype,cellphone,mobile,sediment,silt,5.09090909091,11
5a,5a,within-subtype,baby,bald,dog,furry,5.38461538462,13
3a,3a,within-subtype,flammable,inflammable,kid,child,5.0,11
6a,6a,within-subtype,empty,full,sensitivity,boorish,4.6,10
8a,8a,within-subtype,cold,sneeze,eating,fullness,4.36363636364,11
7c,7c,within-subtype,shooter,gun,surgeon,scalpel,6.6,10
5a,4b,between-type,fire,hot,tall,short,2.07692307692,13
4b,4b,within-subtype,bad,good,black,white,5.9,10
9a,9a,within-subtype,farm,tractor,refrigerator,food,4.2,10
7c,7c,within-subtype,chemist,beaker,driver,car,5.66666666667,12
9a,9a,within-subtype,clothes,dresser,hive,bees,5.75,12
6a,6a,within-subtype,integrity,dishonest,voice,mute,4.1,10
9a,9a,within-subtype,bank,money,dresser,clothes,6.4,10
2a,2a,within-subtype,boat,motor,shoe,sole,4.8,10
7c,7c,within-subtype,preserver,lifeguard,soldier,gun,4.9,10
4b,2a,between-type,bright,dark,freezer,ice,1.7,10
7c,7c,within-subtype,chef,knife,preserver,lifeguard,5.7,10
6c,6a,between-subtype,conservative,humor,fire,cold,3.6,10
2a,2a,within-subtype,bedroom,bed,toe,foot,3.75,12
9a,9a,within-subtype,space,planets,zoo,animals,6.0,10
2a,2a,within-subtype,city,block,eye,lashes,5.1,10
2a,2a,within-subtype,boat,motor,bunch,grape,3.3,10
2a,2a,within-subtype,freezer,ice,tastebuds,tongue,3.70588235294,17
7c,7c,within-subtype,doctor,thermometer,shooter,gun,6.1,10
4b,4b,within-subtype,excited,bored,sleepy,energized,5.6,10
3a,3a,within-subtype,candy,sweets,pretty,beautiful,5.46153846154,13
9a,9a,within-subtype,bathroom,toilet,kitchen,food,5.1,10
7c,7c,within-subtype,chemist,beaker,gardener,trowel,6.36363636364,11
2b,2a,between-subtype,army,soldier,eye,lashes,5.1,10
5a,5a,within-subtype,plain,flat,prince,charming,4.0,12
5a,5c,between-subtype,dog,furry,pacifist,peace,3.21428571429,14
5a,5a,within-subtype,fire,hot,intellectual,professor,4.9,10
9g,9a,between-subtype,morning,sunrise,supermarket,groceries,4.27272727273,11
6a,6a,within-subtype,fire,cold,integrity,dishonest,5.5,10
8b,8a,between-subtype,dirty,bathe,workout,sweat,3.7,10
6a,6a,within-subtype,diseased,health,enthusiasm,apathetic,3.84615384615,13
2a,3a,between-type,lips,mouth,tedious,monotonous,3.8,10
1a,1a,within-subtype,automobile,van,dog,chihuahua,6.41666666667,12
10a,10a,within-subtype,doctor,diagnosis,smoke,fire,3.6,10
9a,7c,between-type,airplane,hangar,shopper,cart,4.36363636364,11
9a,9a,within-subtype,carton,milk,fish,aquarium,4.69230769231,13
10c,10a,between-subtype,biography,life,thunder,lightning,3.6,10
6a,6a,within-subtype,beauty,unpleasant,liquid,solid,4.8,10
3a,3a,within-subtype,pretty,beautiful,tedious,monotonous,6.0,10
5a,5a,within-subtype,bone,brittle,cherry,red,4.4,10
7c,7c,within-subtype,chef,knife,police,gun,6.36363636364,11
9a,9a,within-subtype,bank,money,store,shopper,5.2,10
7c,7d,between-subtype,chemist,beaker,talk,speech,3.8,10
7c,7c,within-subtype,drummer,sticks,lawyer,books,5.8,10
10a,10a,within-subtype,camera,distrust,green,go,1.54545454545,11
7c,7c,within-subtype,chef,knife,librarian,books,5.90909090909,11
9a,9a,within-subtype,airplane,hangar,hive,bees,5.54545454545,11
6a,3a,between-type,classic,trendy,spin,twirl,2.54545454545,11
1a,1a,within-subtype,animal,pig,automobile,van,6.0,10
8a,8a,within-subtype,accident,damage,question,answer,4.3,10
7c,10a,between-type,chef,knife,distrust,camera,2.5,10
3a,3a,within-subtype,pants,trousers,urban,city,5.3,10
7c,7c,within-subtype,barber,scissors,trainer,treats,5.0,10
8a,8a,within-subtype,exercise,fatigue,sugar,energy,4.3,10
5a,5a,within-subtype,paper,flimsy,plain,flat,5.0,14
1a,1a,within-subtype,art,abstract,sweater,knit,3.90909090909,11
1a,1a,within-subtype,automobile,van,weapon,spear,6.2,10
9a,9a,within-subtype,bathroom,toilet,bus,passengers,5.16666666667,12
9a,9a,within-subtype,farm,tractor,fish,aquarium,3.9,10
7c,7c,within-subtype,police,gun,runner,sneakers,5.0,12
9a,9a,within-subtype,bus,passengers,milk,carton,4.2,10
5a,5a,within-subtype,baby,bald,snow,cold,4.15384615385,13
5a,5a,within-subtype,bone,brittle,candy,sweet,5.4,10
2a,2a,within-subtype,bicycle,wheel,dance,step,5.1,10
5a,5a,within-subtype,bone,brittle,pillow,soft,4.90909090909,11
2a,2a,within-subtype,jeans,zipper,lips,mouth,3.83333333333,12
3b,3a,between-subtype,horse,pony,make,manufacture,3.81818181818,11
8a,8a,within-subtype,exercise,fatigue,study,learning,5.25,12
8b,8a,between-subtype,pain,treatment,sweating,odor,3.54545454545,11
2a,3a,between-type,bird,feathers,house,dwelling,2.7,10
2a,2a,within-subtype,dog,tail,lips,mouth,4.09090909091,11
9a,9a,within-subtype,kitchen,food,refrigerator,food,4.9,10
5a,5a,within-subtype,pillow,soft,plain,flat,5.4,10
3a,3a,within-subtype,cute,adorable,house,abode,6.0,12
9a,9a,within-subtype,clothes,dresser,garden,flower,5.5,10
1a,2a,between-type,animal,pig,shoe,sole,4.3,10
7c,7c,within-subtype,musician,instrument,shooter,gun,6.58333333333,12
4b,4c,between-subtype,easy,difficult,fail,succeed,6.3,10
1a,1a,within-subtype,automobile,van,pet,dog,5.7,10
6a,2a,between-type,enthusiasm,apathetic,jeans,zipper,1.9,10
6a,6c,between-subtype,color,invisible,ocean,land,2.0,12
4b,3a,between-type,pretty,ugly,spin,twirl,1.69230769231,13
9a,5a,between-type,closet,clothes,steel,strong,3.0,10
1a,1a,within-subtype,furniture,couch,mammal,porpoise,6.3,10
5c,5a,between-subtype,millionaire,riches,priest,holy,5.5,10
3a,3a,within-subtype,beautiful,pretty,kid,child,6.0,11
4b,4c,between-subtype,pretty,ugly,white,black,5.0,11
8a,8a,within-subtype,fire,burns,run,sweat,4.8,10
1a,1a,within-subtype,bush,astilbe,school,university,4.4,10
4b,4b,within-subtype,fat,thin,salty,sweet,4.36363636364,11
8a,8a,within-subtype,exercise,fatigue,hit,injury,5.18181818182,11
10a,10a,within-subtype,buzzer,end,smoke,fire,4.41666666667,12
4b,4b,within-subtype,bad,good,fat,thin,6.0,10
3a,10a,between-type,dress,frock,love,valentine,3.5,10
2a,2b,between-subtype,bottle,water,bouquet,flower,4.4,10
1e,1a,between-subtype,Memphis,city,song,opera,4.18181818182,11
1a,1a,within-subtype,animal,pig,rodent,mouse,6.33333333333,12
2a,2a,within-subtype,bunch,grape,freezer,ice,3.45454545455,11
2b,2a,between-subtype,book,page,toe,foot,4.8,10
9a,9a,within-subtype,milk,carton,zoo,animals,3.18181818182,11
2a,2a,within-subtype,bird,wings,computer,chip,4.9,10
4b,4b,within-subtype,bored,excited,tall,short,5.6,10
6a,6a,within-subtype,hungry,satiety,liar,honest,4.2,10
1a,1a,within-subtype,insect,ant,pen,ballpoint,5.81818181818,11
10c,10a,between-subtype,account,history,surgery,hospital,2.5,10
7c,7d,between-subtype,runner,sneakers,write,paper,4.09090909091,11
7c,7c,within-subtype,chemist,beaker,doctor,stethoscope,6.78571428571,14
1a,1a,within-subtype,couch,furniture,furniture,couch,5.64705882353,17
9a,9a,within-subtype,garden,flower,refrigerator,food,6.1,10
1a,1a,within-subtype,pet,dog,school,university,5.9,10
2a,3a,between-type,book,spine,candy,sweets,2.7,10
3a,3a,within-subtype,glass,cup,make,manufacture,3.9,10
4b,4b,within-subtype,bright,dark,tough,weak,5.0,11
7c,7d,between-subtype,hairdresser,comb,plants,water,3.1,10
9a,9a,within-subtype,aquarium,fish,refrigerator,food,5.7,10
6a,9a,between-type,beauty,unpleasant,library,books,1.90909090909,11
4b,4b,within-subtype,bright,dark,tall,short,5.09090909091,11
6a,6a,within-subtype,integrity,dishonest,solid,liquid,4.1,10
3a,3a,within-subtype,music,tunes,tedious,monotonous,4.81818181818,11
5a,5a,within-subtype,baby,bald,bone,brittle,3.63636363636,11
5a,4b,between-type,professor,intellectual,smart,stupid,1.6,10
3a,3a,within-subtype,cute,adorable,restroom,bathroom,5.5,12
5a,5a,within-subtype,bone,brittle,sunburn,painful,5.0,10
1a,1a,within-subtype,animal,pig,bush,astilbe,5.0,10
5a,5a,within-subtype,paper,flimsy,prince,charming,4.5,14
10a,10a,within-subtype,alarm,action,license,permission,4.8,10
2a,2a,within-subtype,building,wall,shoe,sole,6.0,10
10a,10a,within-subtype,crossbones,poison,handshake,agreement,5.84615384615,13
7c,7c,within-subtype,lifeguard,preserver,runner,sneakers,6.3,10
2a,2a,within-subtype,bookcase,shelf,computer,mouse,5.1,10
1a,1a,within-subtype,appliance,refrigerator,furniture,couch,6.6,10
4b,4b,within-subtype,dark,light,dull,bright,5.7,10
3a,3a,within-subtype,restroom,bathroom,run,sprint,6.1,10
8b,8a,between-subtype,joy,skip,tiredness,sleep,5.18181818182,11
9a,2a,between-type,aquarium,fish,freezer,ice,6.6,10
9a,9a,within-subtype,airplane,hangar,farm,tractor,4.5,10
8a,8a,within-subtype,boredom,repetition,run,sweat,4.4,10
3a,1a,between-type,dress,frock,sweater,knit,3.7,10
6a,6a,within-subtype,fire,cold,voice,mute,4.2,10
1a,3a,between-type,animal,carabao,seat,chair,3.8,10
6a,6c,between-subtype,careful,reckless,slums,prosperity,5.08333333333,12
1a,1a,within-subtype,car,mustang,couch,furniture,5.27272727273,11
9g,9a,between-subtype,adult,job,kitchen,food,3.27272727273,11
2a,4b,between-type,building,wall,warm,cool,1.3,10
10a,10a,within-subtype,bell,dinner,license,permission,4.2,10
4b,4c,between-subtype,bored,excited,praise,criticize,6.1,10
3a,2a,between-type,bathroom,restroom,bouquet,flower,3.4,10
1a,5a,between-type,dollar,currency,flimsy,paper,3.6,10
5a,5a,within-subtype,fire,hot,pizza,cheesy,5.1,10
5a,5a,within-subtype,fizzy,pop,light,bright,5.09090909091,11
10a,10a,within-subtype,green,go,rain,storm,3.3,10
4b,4b,within-subtype,black,white,dirty,clean,5.58333333333,12
1a,1a,within-subtype,mammal,porpoise,pet,dog,5.4,10
1a,7c,between-type,automobile,van,writer,pen,2.33333333333,12
2a,2b,between-subtype,computer,chip,pride,lion,4.18181818182,11
3a,3a,within-subtype,option,choice,spectacles,glasses,5.7,10
2a,2a,within-subtype,bedroom,bed,foot,toe,4.8,10
2a,2a,within-subtype,bouquet,flower,freezer,ice,3.92307692308,13
3a,3a,within-subtype,tedious,monotonous,urban,city,5.27272727273,11
3a,3a,within-subtype,music,tunes,raise,elevate,4.6,10
7c,3a,between-type,gun,shooter,option,choice,3.18181818182,11
1a,1a,within-subtype,car,mustang,dog,chihuahua,6.6,10
7c,7c,within-subtype,fairy,wand,gun,shooter,6.0,10
3a,3a,within-subtype,beautiful,pretty,urban,city,5.45454545455,11
8a,8a,within-subtype,learning,study,sweating,odor,3.6,10
4b,1a,between-type,hungry,satiated,pet,dog,2.4,10
8a,8a,within-subtype,boredom,repetition,exercise,fatigue,4.4,10
9a,9a,within-subtype,bank,money,library,books,6.8,10
2a,2a,within-subtype,bunch,grape,dance,step,4.6,10
4c,4b,between-subtype,hurt,protect,sleepy,energized,5.2,10
4b,4b,within-subtype,hungry,satiated,warm,cool,4.90909090909,11
8a,8a,within-subtype,education,expertise,yelling,anger,2.8,10
5c,5a,between-subtype,administrator,power,fire,heat,4.54545454545,11
3a,3a,within-subtype,make,manufacture,pants,trousers,5.15384615385,13
2a,1a,between-type,bouquet,flower,furniture,couch,5.18181818182,11
2a,2a,within-subtype,bicycle,wheel,movie,scene,5.6,10
3a,3a,within-subtype,flammable,inflammable,house,dwelling,2.7,10
9a,9a,within-subtype,milk,carton,store,shopper,4.38461538462,13
1a,1a,within-subtype,insect,ant,weapon,spear,6.63636363636,11
1a,1e,between-subtype,bread,wheat,company,Apple,3.90909090909,11
5a,7c,between-type,flimsy,paper,teacher,chalk,2.5,10
4c,4b,between-subtype,fight,reconcile,ugly,pretty,4.36363636364,11
1a,1a,within-subtype,bread,wheat,color,red,4.66666666667,12
6a,6a,within-subtype,beauty,unpleasant,object,intangible,3.78571428571,14
8a,8a,within-subtype,education,expertise,sugar,energy,5.30769230769,13
3a,3a,within-subtype,glass,cup,run,sprint,5.09090909091,11
9a,9a,within-subtype,bus,passengers,hive,bees,6.5,14
8a,8a,within-subtype,injury,pain,yelling,anger,3.9,10
2a,2a,within-subtype,computer,mouse,zebra,stripes,4.6,10
4b,4b,within-subtype,chilly,warm,smart,stupid,6.0,11
3a,3a,within-subtype,dress,frock,pretty,beautiful,5.27272727273,11
7c,7c,within-subtype,barber,scissors,preserver,lifeguard,5.4,10
3a,3a,within-subtype,boat,ship,candy,sweets,5.3,10
8a,8a,within-subtype,repetition,boredom,sugar,energy,4.3,10
6a,6a,within-subtype,ecstasy,sad,hungry,satiety,5.6,10
6a,10a,between-type,classic,trendy,flag,nation,3.0,10
4b,4c,between-subtype,bright,dark,joy,despair,5.1,10
8a,8a,within-subtype,sweat,run,tragedy,tears,4.1,10
4b,2a,between-type,bad,good,bunch,grape,2.0,12
9a,9a,within-subtype,carton,milk,clothes,dresser,4.5,10
3a,3b,between-subtype,boat,ship,shriek,scream,5.3,10
5a,5a,within-subtype,clay,malleable,plain,flat,4.2,10
3a,3a,within-subtype,seat,chair,urban,city,4.2,10
2a,2a,within-subtype,computer,chip,jeans,zipper,5.9,10
3a,3a,within-subtype,sofa,chair,urban,city,3.90909090909,11
8a,8a,within-subtype,education,expertise,tiredness,sleep,4.35714285714,14
1a,2a,between-type,animal,pig,hand,finger,3.5,10
5a,5a,within-subtype,athlete,fit,car,fast,5.2,10
9a,9a,within-subtype,hive,bees,school,children,6.53846153846,13
10a,10a,within-subtype,buzzer,end,distrust,camera,2.0,10
3a,3a,within-subtype,house,abode,pants,trousers,6.3,10
10a,10a,within-subtype,buzzer,end,doctor,diagnosis,3.7,10
2a,2a,within-subtype,bottle,water,hand,finger,3.4,10
7d,7c,between-subtype,brush,teeth,surgeon,scalpel,3.7,10
7c,10a,between-type,housekeeper,broom,surgery,hospital,3.5,10
2a,8a,between-type,boat,motor,showering,cleanliness,3.1,10
5a,5a,within-subtype,baby,bald,heat,fire,4.0,10
9a,9a,within-subtype,bus,passengers,forest,trees,5.5,10
3a,4b,between-type,house,abode,ugly,pretty,1.0,10
2a,4b,between-type,book,spine,easy,difficult,1.3,10
4b,2a,between-type,good,bad,shoe,sole,1.30769230769,13
8a,8a,within-subtype,injury,pain,tiredness,sleep,5.2,10
10a,10a,within-subtype,alarm,action,doctor,diagnosis,3.18181818182,11
4b,4b,within-subtype,dark,light,hairy,bald,5.81818181818,11
6c,6a,between-subtype,dance,silence,hungry,satiety,2.54545454545,11
3a,3a,within-subtype,kid,child,music,tunes,6.0,10
2a,2b,between-subtype,building,wall,company,employees,4.90909090909,11
10a,10a,within-subtype,buzzer,end,cry,help,4.63636363636,11
6a,6a,within-subtype,liar,honest,object,tangible,2.0,11
1a,1a,within-subtype,animal,carabao,dollar,currency,2.6,10
9a,9a,within-subtype,dresser,clothes,garden,flower,6.14285714286,14
6a,6a,within-subtype,bounty,scarce,solid,liquid,3.7,10
6a,6a,within-subtype,dream,consciousness,violence,love,2.84615384615,13
2a,5a,between-type,building,wall,snow,cold,3.9,10
3a,3a,within-subtype,cellphone,mobile,cute,adorable,5.2,10
8a,8a,within-subtype,disagreement,anger,yelling,anger,4.3,10
2b,2a,between-subtype,flock,sheep,shoe,sole,3.6,10
5a,3a,between-type,athlete,fit,kid,child,3.25,12
9a,9a,within-subtype,classroom,students,dresser,clothes,6.09090909091,11
4b,4b,within-subtype,bad,good,easy,difficult,5.81818181818,11
2a,1a,between-type,hand,finger,weather,rain,4.4,10
9a,9a,within-subtype,closet,clothes,school,student,5.81818181818,11
5a,5a,within-subtype,cherry,red,priest,holy,5.8,10
6a,10a,between-type,charisma,bland,cross,christianity,2.4,10
9a,9a,within-subtype,bathroom,toilet,dresser,clothes,5.09090909091,11
6a,6a,within-subtype,dream,consciousness,voice,mute,4.8,10
9a,9a,within-subtype,carton,milk,farm,tractor,4.0,10
3a,3b,between-subtype,make,manufacture,pour,shower,3.72727272727,11
10a,10a,within-subtype,flashing,caution,help,cry,4.6,10
9a,9a,within-subtype,aquarium,fish,store,shopper,4.90909090909,11
2a,2a,within-subtype,bird,feathers,fish,fin,6.72727272727,11
8a,8a,within-subtype,hit,injury,sadness,tears,5.45454545455,11
1a,1a,within-subtype,animal,carabao,wheat,bread,3.81818181818,11
5a,2a,between-type,athlete,fit,dog,tail,2.6,10
5a,5a,within-subtype,fire,heat,murderer,evil,4.0,11
2b,2a,between-subtype,herd,elephant,toe,foot,2.7,10
4b,7c,between-type,dark,light,hairdresser,comb,1.75,12
3a,3a,within-subtype,candy,sweets,dress,frock,4.2,10
4b,3a,between-type,fat,thin,urban,city,1.81818181818,11
8a,8a,within-subtype,injury,pain,tragedy,tears,5.0,11
1a,1a,within-subtype,furniture,couch,weather,rain,6.1,10
10a,10a,within-subtype,help,cry,thunder,lightning,3.8,10
2a,2a,within-subtype,building,wall,bunch,grape,4.58823529412,17
3a,3a,within-subtype,old,mature,seat,chair,5.3,10
4b,4b,within-subtype,bright,dark,excited,bored,6.83333333333,12
3a,3a,within-subtype,kid,child,old,mature,5.66666666667,12
4b,4b,within-subtype,beautiful,hideous,thin,fat,5.6,10
6a,6a,within-subtype,color,invisible,forgiving,vengeful,4.6,10
7c,7c,within-subtype,lifeguard,preserver,maid,broom,5.76923076923,13
5a,5a,within-subtype,clay,malleable,paper,flimsy,4.6,10
9a,9a,within-subtype,bathroom,toilet,cupboard,dishes,5.6,10
10a,10a,within-subtype,flashing,caution,thunder,storm,5.08333333333,12
2a,2a,within-subtype,boat,motor,freezer,ice,4.5,10
8a,8a,within-subtype,sex,pregnancy,workout,sweat,4.8,10
10a,10a,within-subtype,flashing,caution,moisture,cloud,3.5,10
5a,5a,within-subtype,baby,bald,candy,sweet,5.1,10
7c,7c,within-subtype,gardener,trowel,police,gun,6.28571428571,14
10a,4b,between-type,camera,distrust,hungry,satiated,2.6,10
4b,1a,between-type,fast,slow,pet,dog,2.0,11
3a,3a,within-subtype,careful,cautious,spin,twirl,5.58333333333,12
3a,3a,within-subtype,boat,ship,pretty,beautiful,6.09090909091,11
9a,9a,within-subtype,kitchen,food,water,ocean,5.0,10
9a,9a,within-subtype,library,books,zoo,animals,6.4,10
7c,7c,within-subtype,pitcher,baseball,shopper,cart,5.8,10
2a,2a,within-subtype,bookcase,shelf,lips,mouth,3.7,10
9a,9a,within-subtype,classroom,students,fish,aquarium,5.0,10
6a,6a,within-subtype,liar,honest,sensitivity,boorish,4.33333333333,12
3a,4b,between-type,cellphone,mobile,chilly,warm,2.0,10
8a,8b,between-subtype,explosion,damage,happiness,smile,4.3,10
2a,2a,within-subtype,computer,mouse,fish,fin,4.5,10
5a,5a,within-subtype,baby,bald,car,fast,3.8,10
5a,5a,within-subtype,paper,flimsy,pillow,soft,5.5,10
6a,6c,between-subtype,solid,liquid,worry,satisfaction,4.5,10
5a,5a,within-subtype,cherry,red,clay,malleable,4.63636363636,11
4b,4b,within-subtype,dull,bright,excited,bored,5.91666666667,12
9a,9a,within-subtype,cupboard,dishes,hive,bees,5.92307692308,13
10a,10a,within-subtype,badge,authority,cross,christianity,5.84615384615,13
5a,5a,within-subtype,car,fast,light,bright,5.0,11
9a,9a,within-subtype,aquarium,fish,garden,flower,6.8,10
3a,3a,within-subtype,bathroom,restroom,cellphone,mobile,6.27272727273,11
1a,1a,within-subtype,bush,astilbe,insect,ant,5.27272727273,11
7c,7c,within-subtype,barber,scissors,lifeguard,preserver,5.72727272727,11
1a,1a,within-subtype,furniture,couch,weapon,spear,6.4,10
